"Year","EventType","Actor1","Actor2","Country","Region","Location","ConflictLat","ConflictLong","StationID","YrMoDy","MaxTemp","StationName","StationLong","StationLat","TempCat"
2005,"Violence against civilians","Janjaweed","Civilians (Sudan)","Sudan","South Darfur","South Darfur",11,25,628090,20051108,93.69,"BABANUSA",27.81,11.33,"M"
2005,"Violence against civilians","Janjaweed","Civilians (Sudan)","Sudan","South Darfur","South Darfur",11,25,628090,20051108,93.69,"BABANUSA",27.81,11.33,"M"
2005,"Violence against civilians","Janjaweed","Civilians (Sudan)","Sudan","South Darfur","South Darfur",11,25,628090,20051108,93.69,"BABANUSA",27.81,11.33,"M"
2005,"Violence against civilians","Janjaweed","Civilians (Sudan)","Sudan","South Darfur","South Darfur",11,25,628090,20051108,93.69,"BABANUSA",27.81,11.33,"M"
2005,"Violence against civilians","Janjaweed","Civilians (Sudan)","Sudan","South Darfur","South Darfur",11,25,628090,20051108,93.69,"BABANUSA",27.81,11.33,"M"
1998,"Battles","SPLA/M: Sudanese People's Liberation Army/Movement","Military Forces of Sudan (1989-)","Sudan","White Nile","Al Jabalayn",12.59,32.8,627720,19980914,93.9,"AROMA",32.66,13.16,"M"
1999,"Battles","SAF: Sudan Alliance Forces","Military Forces of Sudan (1989-)","Sudan","Kassala","Kassala",15.45,36.39,627300,19990127,93.9,"KASSALA",36.4,15.46,"M"
1999,"Violence against civilians","Military Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","Kassala","Kassala",15.45,36.39,627300,19990127,93.9,"KASSALA",36.4,15.46,"M"
2000,"Battles","NDA: National Democratic Alliance","Military Forces of Sudan (1989-)","Sudan","Red Sea","Karora",17.7,38.36,626410,20000403,93.9,"PORT SUDAN",37.21,19.58,"M"
2000,"Battles","NDA: National Democratic Alliance","Military Forces of Sudan (1989-)","Sudan","Red Sea","Karora",17.7,38.36,626410,20000405,93.9,"PORT SUDAN",37.21,19.58,"M"
2006,"Battles","African Union Forces (2002-)","SLM/A: Sudan Liberation Movement/Army","Sudan","Khartoum","Khartoum",15.54,32.53,627210,20060817,93.9,"KHARTOUM",32.54,15.6,"M"
2008,"Battles","Military Forces of Sudan (1989-)","GOSS: Military Forces of Southern Sudan","Sudan","Southern Kordofan","Abyei",9.59,28.43,628090,20080807,93.9,"BABANUSA",27.81,11.33,"M"
2008,"Battles","Dinka-Joth Ethnic Militia","Dinka-Nyang Ethnic Militia","Sudan","Bahr el Ghazal","Rumbek",6.8,29.68,628800,20080831,93.9,"WAU",28.01,7.69,"M"
2009,"Battles","Military Forces of Sudan (1989-)","Unidentified Armed Group (Sudan)","Sudan","Darfur","Daffaq",11.21,25.08,627900,20091011,93.9,"NYALA",24.88,12.05,"M"
2009,"Battles","Military Forces of Sudan (1989-)","LRA: Lord's Resistance Army","Sudan","South Darfur","South Darfur",11,25,627900,20091011,93.9,"NYALA",24.88,12.05,"M"
1998,"Battles","SPLA/M: Sudanese People's Liberation Army/Movement","Military Forces of Sudan (1989-)","Sudan","Blue Nile","Ad-Damazin",11.76,34.34,628050,19980724,94.09,"DAMAZINE",34.38,11.78,"M"
1998,"Battles","SSDF: South Sudan Defense Forces","Matiep Militia","Sudan","Khartoum","Omdurman",15.63,32.43,627210,19980809,94.09,"KHARTOUM",32.54,15.6,"M"
1998,"Battles","SSDF: South Sudan Defense Forces","Military Forces of Sudan (1989-)","Sudan","Khartoum","Omdurman",15.63,32.43,627210,19980809,94.09,"KHARTOUM",32.54,15.6,"M"
1998,"Battles","Matiep Militia","Military Forces of Sudan (1989-)","Sudan","Khartoum","Omdurman",15.63,32.43,627210,19980809,94.09,"KHARTOUM",32.54,15.6,"M"
1998,"Violence against civilians","Military Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","East Equatoria","Yei",4.09,30.67,629410,19981104,94.09,"JUBA",31.6,4.86,"M"
1999,"Violence against civilians","Military Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","Eastern Equatoria","Narus",3.9,33.63,636120,19990330,94.09,"LODWAR",35.61,3.11,"M"
1999,"Battles","SPLA/M: Sudanese People's Liberation Army/Movement","Military Forces of Sudan (1989-)","Sudan","Bahr el Ghazal","Rumbek",6.8,29.68,628400,19990507,94.09,"MALKAL",31.64,9.55,"M"
1999,"Battles","SPLA/M: Sudanese People's Liberation Army/Movement","Military Forces of Sudan (1989-)","Sudan","Bahr el Ghazal","Yirol",6.55,30.5,628400,19990507,94.09,"MALKAL",31.64,9.55,"M"
1999,"Battles","SSDF-Byel: South Sudan Defense Forces-Byel","Military Forces of Sudan (1989-)","Sudan","Upper Nile","Malakal",9.53,31.65,628400,19990511,94.09,"MALKAL",31.64,9.55,"M"
1999,"Violence against civilians","Murahaleen Arab Militia (Sudan)","Civilians (Sudan)","Sudan","Jonglei","Warawar",7.84,31.68,628400,19990709,94.09,"MALKAL",31.64,9.55,"M"
1999,"Violence against civilians","Murahaleen Arab Militia (Sudan)","Civilians (Sudan)","Sudan","Jonglei","Warawar",7.84,31.68,628400,19990709,94.09,"MALKAL",31.64,9.55,"M"
2000,"Violence against civilians","Military Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","East Equatoria","Juba",4.84,31.61,629410,20000301,94.09,"JUBA",31.6,4.86,"M"
2000,"Violence against civilians","Military Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","Central Equatoria","Lu",3.97,30.54,629410,20000301,94.09,"JUBA",31.6,4.86,"M"
2000,"Violence against civilians","Military Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","Central Equatoria","Lu",3.97,30.54,629410,20000301,94.09,"JUBA",31.6,4.86,"M"
2000,"Violence against civilians","Military Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","Bahr el Ghazal","Yirol",6.55,30.5,629410,20000301,94.09,"JUBA",31.6,4.86,"M"
2000,"Battles","SPLA/M: Sudanese People's Liberation Army/Movement","Military Forces of Sudan (1989-)","Sudan","East Equatoria","Kapoeta",4.77,33.59,636120,20000706,94.09,"LODWAR",35.61,3.11,"M"
2000,"Battles","SPLA/M: Sudanese People's Liberation Army/Movement","Military Forces of Sudan (1989-)","Sudan","East Equatoria","Kapoeta",4.77,33.59,636120,20000706,94.09,"LODWAR",35.61,3.11,"M"
2001,"Battles","SPLA/M: Sudanese People's Liberation Army/Movement","Unidentified Armed Group (Sudan)","Sudan","Upper Nile","Pam El Zeraf",9.41,31.16,628400,20010920,94.09,"MALKAL",31.64,9.55,"M"
2001,"Battles","SPLA/M: Sudanese People's Liberation Army/Movement","Military Forces of Sudan (1989-)","Sudan","Western Upper Nile","Bentiu",9.23,29.83,628400,20011019,94.09,"MALKAL",31.64,9.55,"M"
2001,"Battles","SPLA/M: Sudanese People's Liberation Army/Movement","Military Forces of Sudan (1989-)","Sudan","Western Upper Nile","Bentiu",9.23,29.83,628400,20011019,94.09,"MALKAL",31.64,9.55,"M"
2001,"Violence against civilians","SPLA/M: Sudanese People's Liberation Army/Movement","Civilians (Sudan)","Sudan","Western Upper Nile","Bentiu",9.23,29.83,628400,20011019,94.09,"MALKAL",31.64,9.55,"M"
2001,"Battles","SPLA/M: Sudanese People's Liberation Army/Movement","Military Forces of Sudan (1989-)","Sudan","Western Upper Nile","Bentiu",9.23,29.83,628400,20011020,94.09,"MALKAL",31.64,9.55,"M"
2001,"Battles","SPLA/M: Sudanese People's Liberation Army/Movement","Military Forces of Sudan (1989-)","Sudan","Upper Nile","Malakal",9.53,31.65,628400,20011020,94.09,"MALKAL",31.64,9.55,"M"
2001,"Violence against civilians","SPLA/M: Sudanese People's Liberation Army/Movement","Civilians (Sudan)","Sudan","Western Upper Nile","Bentiu",9.23,29.83,628400,20011020,94.09,"MALKAL",31.64,9.55,"M"
2001,"Riots","Protesters (Sudan)","Police Forces of Sudan (1989-)","Sudan","Khartoum","Khartoum",15.54,32.53,627210,20011121,94.09,"KHARTOUM",32.54,15.6,"M"
2002,"Battles","SPLA/M: Sudanese People's Liberation Army/Movement","Military Forces of Sudan (1989-)","Sudan","Western Upper Nile","Bentiu",9.23,29.83,628400,20020618,94.09,"MALKAL",31.64,9.55,"M"
2002,"Battles","SPLA/M: Sudanese People's Liberation Army/Movement","Military Forces of Sudan (1989-)","Sudan","Western Upper Nile","Bentiu",9.23,29.83,628400,20020618,94.09,"MALKAL",31.64,9.55,"M"
2002,"Battles","SPLA/M: Sudanese People's Liberation Army/Movement","Military Forces of Sudan (1989-)","Sudan","Western Upper Nile","Bentiu",9.23,29.83,628400,20020618,94.09,"MALKAL",31.64,9.55,"M"
2004,"Violence against civilians","Janjaweed","Civilians (Sudan)","Sudan","South Darfur","Nyala",12.05,24.88,627900,20040721,94.09,"NYALA",24.88,12.05,"M"
2004,"Violence against civilians","Unidentified Armed Group (Sudan)","Civilians (Sudan)","Sudan","Darfur","Ambara",11.89,23.38,627900,20040721,94.09,"NYALA",24.88,12.05,"M"
2004,"Violence against civilians","Janjaweed","Civilians (Sudan)","Sudan","Kordofan","Baraka",10.96,27.98,628090,20040804,94.09,"BABANUSA",27.81,11.33,"M"
2004,"Violence against civilians","Janjaweed","Civilians (Sudan)","Sudan","Kordofan","Baraka",10.96,27.98,628090,20040804,94.09,"BABANUSA",27.81,11.33,"M"
2004,"Violence against civilians","Janjaweed","Civilians (Sudan)","Sudan","Kordofan","Baraka",10.96,27.98,628090,20040804,94.09,"BABANUSA",27.81,11.33,"M"
2004,"Battles","JEM: Justice and Equality Movement","Rizaygat Ethnic Militia","Sudan","Bahr el Ghazal","Adiai",9.26,28.83,628100,20040826,94.09,"KADOGLLI",29.71,11,"M"
2004,"Violence against civilians","Military Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","South Darfur","Nyala",12.05,24.88,627900,20041110,94.09,"NYALA",24.88,12.05,"M"
2004,"Violence against civilians","Military Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","South Darfur","Nyala",12.05,24.88,627900,20041110,94.09,"NYALA",24.88,12.05,"M"
2004,"Violence against civilians","Military Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","South Darfur","Nyala",12.05,24.88,627900,20041110,94.09,"NYALA",24.88,12.05,"M"
2005,"Battles","Janjaweed","SLM/A: Sudan Liberation Movement/Army","Sudan","Darfur","Jebel Marra",13.75,24.5,627600,20050915,94.09,"EL FASHER",25.33,13.61,"M"
2005,"Battles","Military Forces of Sudan (1989-)","SLM/A: Sudan Liberation Movement/Army","Sudan","South Darfur","Sheiria (Shu'ayriyah)",12.38,25.61,627600,20050915,94.09,"EL FASHER",25.33,13.61,"M"
2005,"Battles","SLM/A: Sudan Liberation Movement/Army","Janjaweed","Sudan","South Darfur","Nyala",12.05,24.88,627600,20050915,94.09,"EL FASHER",25.33,13.61,"M"
2005,"Battles","Military Forces of Sudan (1989-)","SLM/A: Sudan Liberation Movement/Army","Sudan","South Darfur","Sheiria (Shu'ayriyah)",12.38,25.61,627600,20050915,94.09,"EL FASHER",25.33,13.61,"M"
2005,"Battles","Military Forces of Sudan (1989-)","SLM/A: Sudan Liberation Movement/Army","Sudan","South Darfur","Sheiria (Shu'ayriyah)",12.38,25.61,627600,20050915,94.09,"EL FASHER",25.33,13.61,"M"
2005,"Violence against civilians","Unidentified Armed Group (Sudan)","Civilians (Sudan)","Sudan","North Darfur","North Darfur",16,26,627600,20050915,94.09,"EL FASHER",25.33,13.61,"M"
2005,"Violence against civilians","Unidentified Armed Group (Sudan)","Civilians (Sudan)","Sudan","Northern Darfur","El Fashir",13.63,25.35,627600,20051203,94.09,"EL FASHER",25.33,13.61,"M"
2005,"Violence against civilians","Unidentified Armed Group (Sudan)","Civilians (Sudan)","Sudan","South Darfur","South Darfur",11,25,627900,20051210,94.09,"NYALA",24.88,12.05,"M"
2005,"Riots","Protesters (Sudan)","","Sudan","Northern Darfur","El Geneina",13.44,22.45,627700,20051221,94.09,"GENINA",22.45,13.48,"M"
2005,"Riots","Protesters (Sudan)","Police Forces of Sudan (1989-)","Sudan","Northern Darfur","El Geneina",13.44,22.45,627700,20051221,94.09,"GENINA",22.45,13.48,"M"
2006,"Battles","African Union Forces (2002-)","Unidentified Armed Group (Sudan)","Sudan","Northern Darfur","El Fashir",13.63,25.35,627600,20060818,94.09,"EL FASHER",25.33,13.61,"M"
2006,"Violence against civilians","Janjaweed","Civilians (Sudan)","Sudan","Western Darfur","Jebel Mun",14.13,22.7,627700,20061028,94.09,"GENINA",22.45,13.48,"M"
2006,"Battles","SPLA/M: Sudanese People's Liberation Army/Movement","Police Forces of Sudan (1989-)","Sudan","Khartoum","Khartoum",15.54,32.53,627210,20061117,94.09,"KHARTOUM",32.54,15.6,"M"
2007,"Violence against civilians","Civilians (Uganda)","LRA: Lord's Resistance Army","Sudan","East Equatoria","Juba",4.84,31.61,629410,20070106,94.09,"JUBA",31.6,4.86,"M"
2007,"Violence against civilians","Unidentified Armed Group (Sudan)","Civilians (Sudan)","Sudan","East Equatoria","Torit",4.41,32.56,629410,20070106,94.09,"JUBA",31.6,4.86,"M"
2008,"Violence against civilians","UPDF: Military Forces of Uganda (1986-)","Civilians (Sudan)","Sudan","Equatoria","Kajo Kaji",3.88,31.66,629410,20080619,94.09,"JUBA",31.6,4.86,"M"
2008,"Violence against civilians","SPLA/M: Sudanese People's Liberation Army/Movement","Civilians (Sudan)","Sudan","Southern Kordofan","Rashad",11.85,31.06,628030,20080623,94.09,"RASHAD",31.04,11.86,"M"
2008,"Battles","GOSS: Military Forces of Southern Sudan","Military Forces of Uganda (1986-)","Sudan","Equatoria","Nyangwara",4.86,31.01,629410,20080706,94.09,"JUBA",31.6,4.86,"M"
2008,"Battles","GOSS: Military Forces of Southern Sudan","Military Forces of Uganda (1986-)","Sudan","Equatoria","Nyangwara",4.86,31.01,629410,20080706,94.09,"JUBA",31.6,4.86,"M"
2008,"Battles","GOSS: Military Forces of Southern Sudan","Military Forces of Uganda (1986-)","Sudan","Equatoria","Nyangwara",4.86,31.01,629410,20080706,94.09,"JUBA",31.6,4.86,"M"
2008,"Violence against civilians","Unidentified Armed Group (Sudan)","Civilians (Sudan)","Sudan","East Equatoria","Juba",4.84,31.61,629410,20080706,94.09,"JUBA",31.6,4.86,"M"
2008,"Battles","Military Forces of Sudan (1989-)","JEM: Justice and Equality Movement","Sudan","Khartoum","Omdurman",15.63,32.43,627210,20080817,94.09,"KHARTOUM",32.54,15.6,"M"
2008,"Battles","Military Forces of Sudan (1989-)","JEM: Justice and Equality Movement","Sudan","Western Darfur","Kulbus",14.36,22.43,627700,20081011,94.09,"GENINA",22.45,13.48,"M"
2009,"Violence against civilians","Unidentified Armed Group (Sudan)","Civilians (Sudan)","Sudan","East Equatoria","Juba",4.84,31.61,629410,20091026,94.09,"JUBA",31.6,4.86,"M"
2009,"Battles","Mundari Ethnic Group","Dinka Ethnic Group (Sudan)","Sudan","Bahr el Ghazal","Rumbek",6.8,29.68,629410,20091120,94.09,"JUBA",31.6,4.86,"M"
2009,"Battles","Mundari Ethnic Group","Dinka Ethnic Group (Sudan)","Sudan","Bahr el Ghazal","Rumbek",6.8,29.68,629410,20091120,94.09,"JUBA",31.6,4.86,"M"
2009,"Violence against civilians","LRA: Lord's Resistance Army","Civilians (Sudan)","Sudan","Equatoria","Tumbur",4.33,31.56,629410,20091120,94.09,"JUBA",31.6,4.86,"M"
2010,"Battles","Nuer Ethnic Group","Dinka Ethnic Group (Sudan)","Sudan","Bahr el Ghazal","Gogrial",8.53,28.11,628090,20100109,94.09,"BABANUSA",27.81,11.33,"M"
1999,"Battles","SSDF-Byel: South Sudan Defense Forces-Byel","Military Forces of Sudan (1989-)","Sudan","Western Upper Nile","Ler",8.3,30.13,628400,19990506,94.3,"MALKAL",31.64,9.55,"M"
2005,"Violence against civilians","Unidentified Armed Group (Sudan)","Civilians (Sudan)","Sudan","Northern Darfur","El Geneina",13.44,22.45,627700,20050321,94.3,"GENINA",22.45,13.48,"M"
2007,"Battles","Military Forces of Sudan (1989-)","SPLA/M: Sudanese People's Liberation Army/Movement","Sudan","Khartoum","Khartoum",15.54,32.53,627210,20071212,94.3,"KHARTOUM",32.54,15.6,"M"
2009,"Violence against civilians","Unidentified Armed Group (Sudan)","Civilians (Sudan)","Sudan","South Darfur","Haraza",11.3,24.18,627900,20090330,94.3,"NYALA",24.88,12.05,"M"
1997,"Battles","FAZ: Military Forces of Zaire (1965-1997)","WNBF: West Nile Bank Front","Sudan","Southern Sudan","Arua",4.41,32.56,636020,19970313,94.5,"ARUA",30.91,3.04,"H"
1997,"Battles","Unidentified Armed Group (Sudan)","WNBF: West Nile Bank Front","Sudan","East Equatoria","East Equatoria",4.41,32.56,636020,19970313,94.5,"ARUA",30.91,3.04,"H"
1997,"Battles","SPLA: Sudanese People's Liberation Army","WNBF: West Nile Bank Front","Sudan","East Equatoria","East Equatoria",4.41,32.56,636020,19970313,94.5,"ARUA",30.91,3.04,"H"
1997,"Riots","SPLA/M: Sudanese People's Liberation Army/Movement","Military Forces of Sudan (1989-)","Sudan","Central Equatoria","Kajo Kaji",3.88,31.66,636020,19970313,94.5,"ARUA",30.91,3.04,"H"
1997,"Riots","SPLA/M: Sudanese People's Liberation Army/Movement","Military Forces of Sudan (1989-)","Sudan","East Equatoria","Yei",4.09,30.67,636020,19970313,94.5,"ARUA",30.91,3.04,"H"
1997,"Riots","SPLA/M: Sudanese People's Liberation Army/Movement","Military Forces of Sudan (1989-)","Sudan","East Equatoria","Yei",4.09,30.67,636020,19970313,94.5,"ARUA",30.91,3.04,"H"
1997,"Riots","SPLA/M: Sudanese People's Liberation Army/Movement","Military Forces of Sudan (1989-)","Sudan","East Equatoria","Kaya",4.3,31.51,636020,19970313,94.5,"ARUA",30.91,3.04,"H"
1997,"Riots","SPLA/M: Sudanese People's Liberation Army/Movement","Military Forces of Sudan (1989-)","Sudan","Central Equatoria","Limbe",4.15,30.84,636020,19970313,94.5,"ARUA",30.91,3.04,"H"
1997,"Riots","SPLA/M: Sudanese People's Liberation Army/Movement","Military Forces of Sudan (1989-)","Sudan","East Equatoria","Juba",4.84,31.61,636020,19970313,94.5,"ARUA",30.91,3.04,"H"
1997,"Riots","Military Forces of  Uganda (1986-)","WNBF: West Nile Bank Front","Sudan","East Equatoria","Juba",5,31.5,636020,19970313,94.5,"ARUA",30.91,3.04,"H"
1997,"Riots","SPLA/M: Sudanese People's Liberation Army/Movement","Military Forces of Sudan (1989-)","Sudan","Central Equatoria","Morobo",3.69,30.77,636020,19970313,94.5,"ARUA",30.91,3.04,"H"
1997,"Riots","SPLA/M: Sudanese People's Liberation Army/Movement","Military Forces of Sudan (1989-)","Sudan","East Equatoria","Yei",4.09,30.67,636020,19970313,94.5,"ARUA",30.91,3.04,"H"
1997,"Riots","SPLA/M: Sudanese People's Liberation Army/Movement","Military Forces of Sudan (1989-)","Sudan","East Equatoria","Juba",4.84,31.61,636020,19970313,94.5,"ARUA",30.91,3.04,"H"
1997,"Riots","SPLA/M: Sudanese People's Liberation Army/Movement","Military Forces of Sudan (1989-)","Sudan","East Equatoria","Koli",4.52,31.31,636020,19970313,94.5,"ARUA",30.91,3.04,"H"
1997,"Riots","SPLA/M: Sudanese People's Liberation Army/Movement","Military Forces of Sudan (1989-)","Sudan","Central Equatoria","Loka",4.27,31.01,636020,19970313,94.5,"ARUA",30.91,3.04,"H"
1997,"Violence against civilians","Military Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","Equatoria","Maridi",4.91,29.47,636020,19970313,94.5,"ARUA",30.91,3.04,"H"
1997,"Riots","NDA: National Democratic Alliance","Military Forces of Sudan (1989-)","Sudan","Upper Nile","Malakal",9.53,31.65,628050,19970917,94.5,"DAMAZINE",34.38,11.78,"M"
1998,"Battles","SPLA/M: Sudanese People's Liberation Army/Movement","Military Forces of Sudan (1989-)","Sudan","East Equatoria","Kapoeta",4.77,33.59,636120,19980918,94.5,"LODWAR",35.61,3.11,"M"
2000,"Violence against civilians","Military Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","Eastern Equatoria","Lanya",4.87,33.71,636120,20000430,94.5,"LODWAR",35.61,3.11,"M"
2004,"Battles","SLM/A: Sudan Liberation Movement/Army","Military Forces of Sudan (1989-)","Sudan","South Darfur","Buram",10.81,25.16,627900,20040314,94.5,"NYALA",24.88,12.05,"M"
1998,"Battles","SPLA/M: Sudanese People's Liberation Army/Movement","Military Forces of Sudan (1989-)","Sudan","East Equatoria","Kapoeta",4.77,33.59,636120,19980917,94.59,"LODWAR",35.61,3.11,"M"
1998,"Battles","SPLA/M: Sudanese People's Liberation Army/Movement","Military Forces of Sudan (1989-)","Sudan","South Kordofan","Nuba Mountains",12,30.75,628030,19981203,94.59,"RASHAD",31.04,11.86,"M"
1998,"Battles","SPLA/M: Sudanese People's Liberation Army/Movement","Military Forces of Sudan (1989-)","Sudan","South Kordofan","Nuba Mountains",12,30.75,628030,19981203,94.59,"RASHAD",31.04,11.86,"M"
1998,"Battles","SPLA/M: Sudanese People's Liberation Army/Movement","Military Forces of Sudan (1989-)","Sudan","South Kordofan","Nuba Mountains",12,30.75,628030,19981203,94.59,"RASHAD",31.04,11.86,"M"
1998,"Battles","SPLA/M: Sudanese People's Liberation Army/Movement","Military Forces of Sudan (1989-)","Sudan","South Kordofan","Nuba Mountains",12,30.75,628030,19981203,94.59,"RASHAD",31.04,11.86,"M"
1998,"Battles","SPLA/M: Sudanese People's Liberation Army/Movement","Military Forces of Sudan (1989-)","Sudan","South Kordofan","Nuba Mountains",12,30.75,628030,19981203,94.59,"RASHAD",31.04,11.86,"M"
